id	N	mean	sd	se	sentence	task	reference
CO-01-R0418	20	3.15	1.598519051	0.357439726	A quel punto le risorse a disposizione potrebbero anche essere superiori (tra i tecnici c'è chi stima una cifra intorno ai 4 - 5 miliardi).	complexity	Brunato et al., 2018
CO-01-R0419	20	4.35	1.694418081	0.378883401	L'unico modo per uscire da questa situazione sembra essere quello di indire nuove elezioni politiche, da svolgersi, questa volta, sotto un serio controllo internazionale.	complexity	Brunato et al., 2018
CO-01-R0420	20	3.9	1.916685736	0.42858396	Sì, è vero, a Civitavecchia c'è molta superstizione, ma non più di quella che si trova in altre città, come Torino, per esempio.	complexity	Brunato et al., 2018
CO-01-R0421	20	3.3	1.380312703	0.308647303	Io ero influenzato dal ''Metodo'' dell'Actor's studio, Gene mi ha insegnato la naturalezza ''.	complexity	Brunato et al., 2018
CO-01-R0422	20	3.3	1.417930293	0.317058852	E il giorno dopo vi ritorna sopra, sempre in prima pagina, riferendo i commenti e le impressioni del mondo politico.	complexity	Brunato et al., 2018
CO-01-R0423	20	2.35	1.039989878	0.232548806	C'è vita, c'è contatto con la gente, le sorprese non mancano.	complexity	Brunato et al., 2018
CO-01-R0424	20	3.55	1.791059669	0.400493117	sarebbero numerosi i dipendenti del servizio pubblico afflitti dal ''vizietto'' di pigiare un po'troppo il piede sull'acceleratore.	complexity	Brunato et al., 2018
CO-01-R0425	20	3.05	1.538112309	0.343932368	Consigliamo ai visitatori di non passare la notte in città senza l'assistenza di qualcuno del posto.	complexity	Brunato et al., 2018
CO-01-R0426	20	3.55	1.791059669	0.400493117	Sono stati allestiti chioschi con le partiture di musicisti famosi, in cui il visitatore può ascoltare perfette esecuzioni.	complexity	Brunato et al., 2018
CO-01-R0427	20	2.65	1.308876577	0.2926737	E ancora, al primo piano, si insiste sul progresso scientifico, sulle invenzioni:	complexity	Brunato et al., 2018
CO-01-R0428	20	1.5	0.688247202	0.153896753	Il numero 13 di gara gli ha portato fortuna.	complexity	Brunato et al., 2018
CO-01-R0429	20	3.35	1.663066287	0.371872927	Il giovane professionista, avviato verso una brillante carriera, poche ore prima di essere assassinato insieme a un collega francese aveva rassicurato i familiari:	complexity	Brunato et al., 2018
CO-01-R0430	20	1.4	0.680557047	0.152177182	''Io sono presidente della commissione Giustizia.	complexity	Brunato et al., 2018
CO-01-R0431	20	2.5	1.572795031	0.35168766	Manca ancora il quasi milione di schede degli elettori all'estero.	complexity	Brunato et al., 2018
CO-01-R0432	20	5	1.747178176	0.390680917	Inter con un'incoraggiante propensione alla personalità, focalizzata negli uomini migliori (ancora Fresi, Ince, Ganz) ma mai latitante negli altri.	complexity	Brunato et al., 2018
CO-01-R0433	20	2.35	0.87509398	0.195676963	Dalle stampanti al software è una sorpresa.	complexity	Brunato et al., 2018
CO-01-R0434	20	2.05	0.944513241	0.211199581	ai 670 ''undici'' 1.117.000 lire;	complexity	Brunato et al., 2018
CO-01-R0435	20	2.95	1.394538218	0.311828225	I finanzieri d'assalto più fantasiosi dei Balcani forse dovranno cambiare mestiere.	complexity	Brunato et al., 2018
CO-01-R0436	20	2.85	1.225818738	0.274101403	alla fine erano molti quelli che hanno voluto stringere la mano alla Rame, in camerino.	complexity	Brunato et al., 2018
CO-01-R0437	20	3.1	1.803505359	0.403276058	La Slavonia orientale in ''regime di guerra''.	complexity	Brunato et al., 2018
CO-01-R0438	20	4.55	1.431782106	0.320156212	Si possono mettere in dubbio certe ''verità acquisite'' su Allende, senza fare il gioco di quell'odioso e testardo dittatore che è il generale Pinochet?	complexity	Brunato et al., 2018
CO-01-R0439	20	2.3	1.080935268	0.241704474	Dalla lirica, adesso, l'attenzione si sposta alla lotteria.	complexity	Brunato et al., 2018
CO-01-R0440	20	1.85	0.670820393	0.15	Per domare il rogo, i vigili del fuoco sono accorsi da Torino.	complexity	Brunato et al., 2018
CO-01-R0441	20	4.95	1.276302225	0.285389853	Chi non chiuderà i battenti è il signor Pellum Shehaj che attraverso la compagnia Silva ha raccolto fondi per finanziare i suoi investimenti nelle cave di bitume.	complexity	Brunato et al., 2018
CO-01-R0442	20	3.1	1.744163199	0.390006748	Sono soprattutto questi ultimi che, in altri Paesi africani, hanno pagato il prezzo di sangue più alto.	complexity	Brunato et al., 2018
CO-01-R0443	20	3.65	1.460893742	0.326665772	Vittime, gli uni e gli altri, di disegni politici concepiti a freddo nelle stanze del potere.	complexity	Brunato et al., 2018
CO-01-R0444	20	3.1	1.293709477	0.289282233	Si tratta di una critica rivolta a chi è stato protagonista della telecronaca nelle due partite finora disputate dal Milan:	complexity	Brunato et al., 2018
CO-01-R0445	20	3	1.891810606	0.423021712	Il cast di cantanti era di altissimo livello ed è stato premiato dal pubblico a sipario calato:	complexity	Brunato et al., 2018
CO-01-R0446	20	3.5	1.986798536	0.444261658	Il sostituto procuratore Rita Caccamo, magistrato di turno alla procura circondariale di Monza, non ha ritenuto necessario disporre l'autopsia nè il sequestro del cantiere:	complexity	Brunato et al., 2018
CO-01-R0447	20	4.1	1.83245593	0.409749603	Non mancano, nel racconto, situazioni morbose, camere a luci rosse, incontri sessuali accompagnati da pittoresche ''invenzioni'' sadomasochistiche.	complexity	Brunato et al., 2018
CO-01-R0448	20	4.4	1.667017507	0.372756447	... Rimpiazza lo scetticismo e la severità con gratificazioni continue, tipo il professor Sari Dworkin, dell'Università di Fresno, in California.	complexity	Brunato et al., 2018
CO-01-R0449	20	3	1.256561725	0.280975743	Fino a quando dureranno in Cile le polemiche sull'intervista della Payita?	complexity	Brunato et al., 2018
CO-01-R0450	20	1.75	1.251315098	0.279802562	Nel 1985 il terzo arresto cardiaco, gravissimo.	complexity	Brunato et al., 2018
CO-01-R0451	20	3.4	2.01049876	0.44956119	Non è chiaro se quest'ultimo episodio di inquinamento pregiudicherà la balneabilità della zona.	complexity	Brunato et al., 2018
CO-01-R0452	20	3.65	1.78517285	0.399176784	''To die For'' di Gus Van Sant, in cui interpreta il marito dolce e timido dell'arrivista Nicole Kidman.	complexity	Brunato et al., 2018
CO-01-R0453	20	3.25	1.618153594	0.361830143	Civitavecchia è vissuta sulla falsa rendita garantita dal porto e dall'esercito.	complexity	Brunato et al., 2018
CO-01-R0454	20	3.75	1.743408639	0.389838023	Vinta dallo sconforto una donna ha tentato il suicidio dopo che, al telefono, il convivente le ha annunciato l'intenzione di troncare la relazione.	complexity	Brunato et al., 2018
CO-01-R0455	20	3.4	1.667017507	0.372756447	Biedermeier, come dire ''il buon Meier'':	complexity	Brunato et al., 2018
CO-01-R0456	20	4.4	2.01049876	0.44956119	Di qui a negare l'Olocausto tout court il passo è breve e Franjo, ormai diventato un leader politico, lo compie senza esitare.	complexity	Brunato et al., 2018
CO-01-R0457	20	4.7	1.657518754	0.370632461	Insomma, comunque vada, si tratti di fastidio o di recriminazioni, resta sempre una solenne bocciatura per gli uomini della Capitale.	complexity	Brunato et al., 2018
CO-01-R0458	20	4.7	1.592746717	0.356148993	L'improvvisato collegamento con la moglie ripaga Iapichino di un quarto d'ora tremendo, dopo la sospensione del collegamento da parte dell'emittente di Stato.	complexity	Brunato et al., 2018
CO-01-R0459	20	3.45	1.468081455	0.328272993	Il suo partito Udf è però alleato tradizionale dell'Ump di Sarkozy.	complexity	Brunato et al., 2018
CO-01-R0460	20	4.2	1.196486083	0.267542422	Spesso, tra quei mobili per bene, oltre che libri e spartiti si scambiano anche scritti sovversivi e, soprattutto, idee nuove.	complexity	Brunato et al., 2018
CO-01-R0461	20	4.75	1.29269201	0.289054721	Ma la cosa più incredibile è un ''Peep - show - pavillon'', in cui, attraverso opportuni fori, si possono guardare i disegni erotici di Fendi.	complexity	Brunato et al., 2018
CO-01-R0462	20	3.5	1.605910137	0.359092423	Una prima segnalazione è stata inviata alla Procura della Repubblica, poi il caso è passato nelle mani del giudici di viale delle Milizie.	complexity	Brunato et al., 2018
CO-01-R0463	20	1.6	0.753937035	0.168585446	Gabriella abita con i genitori e il fratello di 18 anni vicino alla Fiera.	complexity	Brunato et al., 2018
CO-01-R0464	20	2	1.654340384	0.369921756	''Grazie Italia, ti ho regalato l'oro''.	complexity	Brunato et al., 2018
CO-01-R0465	20	3.7	1.75018796	0.391353925	di eventi che se lo passano di mano.	complexity	Brunato et al., 2018
CO-01-R0466	20	3.1	1.518309309	0.339504283	Nel 1985 nella stessa zona è stata uccisa l'antropologa Diane Fossey, che si batteva per la salvezza del parco.	complexity	Brunato et al., 2018
CO-01-R0467	20	4	1.297771369	0.2901905	Le raffinate lastre sono calibrate e lucidate, hanno uno spessore di 11 mm, e la posa avviene su base di cemento, oppure con collanti se la superficie sottostante è molto regolare.	complexity	Brunato et al., 2018
CO-01-R0468	20	1.4	0.598243042	0.133771211	Arbitri, è l'ora della verità.	complexity	Brunato et al., 2018
CO-01-R0469	20	1.85	0.87509398	0.195676963	Il volo per centinaia di metri è stato inevitabile.	complexity	Brunato et al., 2018
CO-01-R0470	20	3.05	1.571958216	0.351500543	Fiona May è la prima azzurra a vincere un titolo mondiale ed è la quarta italiana a conquistare la medaglia d'oro, tenendo presente anche le Olimpiadi.	complexity	Brunato et al., 2018
CO-01-R0471	20	2.1	1.165287405	0.260566185	E l'ammirazione, allora, dove sta?	complexity	Brunato et al., 2018
CO-01-R0472	20	3.75	1.860248993	0.41596432	La bellezza del marmo diventa così fruibile in ogni situazione, anche in quelle in cui prima d'ora era considerato proibito.	complexity	Brunato et al., 2018
CO-01-R0473	20	4	1.55597321	0.347926187	Terza uscita e terza vittoria, ma quella di Salerno (2 0, con gol di Ganz e di Rambert) è più pesante delle precedenti, contro Rovereto e Varese.	complexity	Brunato et al., 2018
CO-01-R0474	20	1.9	0.718184846	0.160591014	i medici non hanno fretta, le diagnosi sono meticolose.	complexity	Brunato et al., 2018
CO-01-R0475	20	1.35	0.74515982	0.166622801	La donna è stata ricoverata al San Paolo.	complexity	Brunato et al., 2018
CO-01-R0476	20	1.4	0.940324692	0.210262993	Ci siamo noi, la Juve, la Roma e il Parma ''.	complexity	Brunato et al., 2018
CO-01-R0477	20	2.65	1.424411236	0.318508035	Tipo, tu sdraiata su una spiaggia con il rumore ritmico del mare e il calore del sole.	complexity	Brunato et al., 2018
CO-01-R0478	20	1.4	0.940324692	0.210262993	La denuncia arriva dai lettori del Corriere:	complexity	Brunato et al., 2018
CO-01-R0479	20	1.35	0.670820393	0.15	''Cara Alessandra, siamo così contente''.	complexity	Brunato et al., 2018
CO-01-R0480	20	2.8	1.321880638	0.295581496	Poi, al tempo del liceo e dell'università, due o tre cinema al giorno:	complexity	Brunato et al., 2018
CO-01-R0481	20	4.2	1.962812161	0.438898142	I comunicati via fax sono diffusi da un terminale nella Confederazione svizzera e questa forse è anche la prima volta che accettano un'intervista con un giornale occidentale.	complexity	Brunato et al., 2018
CO-01-R0482	20	2.4	1.313893371	0.293795489	Nel 1944 il tribunale di Roma ordinò la confisca totale dei beni della famiglia Ciano.	complexity	Brunato et al., 2018
CO-01-R0483	20	3	1.4509525	0.324442842	Sarà lui che, alla fine degli esami, commenterà e analizzerà per un'ora i risultati e formulerà la diagnosi.	complexity	Brunato et al., 2018
CO-01-R0484	20	4.1	1.682729612	0.37626978	Ma se per Storace Bossi è una specie di personaggio folkloristico incapace d'intendere e di volere, qualche colpevole vero, nella vicenda, c'è:	complexity	Brunato et al., 2018
CO-01-R0485	20	3.95	2.089447169	0.467214591	infatti verso l'alba si sono registrati incolonnamenti al casello d'ingresso dell'Autosole a Melegnano, anche se in misura ridotta (un chilometro e mezzo) rispetto a ventiquattr'ore prima.	complexity	Brunato et al., 2018
CO-01-R0486	20	3.35	1.78517285	0.399176784	La vita di Dian Fossey, che per i suoi studi aveva abbandonato una comoda esistenza, è tuttora avvolta da molti aspetti misteriosi.	complexity	Brunato et al., 2018
CO-01-R0487	20	3.35	1.460893742	0.326665772	A sollevare l'accusa è stato il rapporto della Confcommercio sull'aggressione criminale all'economia.	complexity	Brunato et al., 2018
CO-01-R0488	20	2.7	1.454575359	0.325252938	Ma la reazione più significativa è stata quella della rivista Analysis....	complexity	Brunato et al., 2018
CO-01-R0489	20	3.45	1.468081455	0.328272993	C'è chi dice che, vista la situazione, la Payita abbia deciso di imporsi il silenzio.	complexity	Brunato et al., 2018
CO-01-R0490	20	3.65	1.694418081	0.378883401	Se accadesse una cosa del genere, allora la rivolta di Valona, di Fier e della provincia potrebbe propagarsi a Tirana.	complexity	Brunato et al., 2018
CO-01-R0491	20	3.2	1.23969436	0.277204086	È una fuga disordinata, come se la gente fosse stata colta di sorpresa dall'avanzata croata.	complexity	Brunato et al., 2018
CO-01-R0492	20	2.25	1.164157703	0.260313576	Ma in questo caso lo spacciatore, C.F., 34 anni, è stato denunciato a piede libero.	complexity	Brunato et al., 2018
CO-01-R0493	20	2.7	1.031095483	0.230559959	La città le appartiene e la clinica non lascia spazio al turista.	complexity	Brunato et al., 2018
CO-01-R0494	20	3	1.486783883	0.332454983	Ma la Melandri studia da mesi tutte le questioni della Conferenza Internazionale....	complexity	Brunato et al., 2018
CO-01-R0495	20	3.8	1.436369693	0.321182027	Alla fine i libici sono comunque riusciti a realizzare il progetto senza bisogno della società con la Migroil perché con quest'ultima venne raggiunto un accordo diverso ''.	complexity	Brunato et al., 2018
CO-01-R0496	20	2.95	1.731290969	0.38712843	Dall'ossessione nazionalista alla negazione dell'Olocausto.	complexity	Brunato et al., 2018
CO-01-R0497	20	4.1	1.682729612	0.37626978	Ci viene spiegato come fossero fatti, in gran parte, da giovani ebrei che venivano dal ghetto, figli di commercianti tessili.	complexity	Brunato et al., 2018
CO-01-R0498	20	4.65	2.109502311	0.471699057	Ma in Caro diario, mi è piaciuto soprattutto l'ultimo episodio, dove per la prima volta Nanni ha raggiunto se stesso attraverso la messa in scena di un fatto reale in finto documentario.	complexity	Brunato et al., 2018
CO-01-R0499	20	2.65	1.089422831	0.243602351	Il critico inventore di ''Blob'' contro l'autore di ''Ecce Bombo'':	complexity	Brunato et al., 2018
CO-01-R0500	20	3.2	1.641565363	0.367065174	Non venne mai chiarito quale formazione era stata responsabile del sequestro e chi intervenne in favore degli ostaggi.	complexity	Brunato et al., 2018
CO-01-R0501	20	3.8	1.542383664	0.344887472	Da questo a un intervento di vera e propria pacificazione, come da più parti si va chiedendo, c'è una grandissima differenza.	complexity	Brunato et al., 2018
CO-01-R0502	20	1.4	0.753937035	0.168585446	Sepolto vivo sotto gli occhi del figlio.	complexity	Brunato et al., 2018
CO-01-R0503	20	2.4	1.142481141	0.255466549	Il costo è di L. 450.000 compresi tre lunedì supplementari.	complexity	Brunato et al., 2018
CO-01-R0504	20	1.35	0.587142949	0.131289155	offesa all'onore del capo di Stato.	complexity	Brunato et al., 2018
CO-01-R0505	20	3.7	1.525226472	0.341051007	Hanno scelto lui '', ride nervoso, tormentando il tappo a vite di una bottiglia d'acqua minerale.	complexity	Brunato et al., 2018
CO-01-R0506	20	2.15	1.225818738	0.274101403	Erano slegati e la cosa è stata loro fatale.	complexity	Brunato et al., 2018
CO-01-R0507	20	2.4	1.535543792	0.34335803	Sul posto sono intervenuti anche i carabinieri della compagnia di Venaria, che hanno compiuto accertamenti.	complexity	Brunato et al., 2018
CO-01-R0508	20	3.45	1.904979624	0.425966394	Altri, che il silenzio le sia stato imposto.	complexity	Brunato et al., 2018
CO-01-R0509	20	2.75	1.743408639	0.389838023	Dalla radio dell'auto la voce ufficiale di Tirana ripete incessantemente l'appello a consegnare le armi.	complexity	Brunato et al., 2018
CO-01-R0510	20	4.5	1.235441536	0.276253126	''Nel Portaborse Nanni ha dimostrato tutto il suo valore di osservatore satirico capace di essere ciò che lui odia, l'orribile piacevolezza del potere.	complexity	Brunato et al., 2018
CO-01-R0511	20	3.4	1.569445091	0.350938591	''Purtroppo, il programma universitario di Mayo è caro: ogni studente ci costa 30 mila dollari l'anno'', spiega Eugene Mayberry.	complexity	Brunato et al., 2018
CO-01-R0512	20	5.3	1.657518754	0.370632461	Ma pure nel grande profilo che dispose sulla sua casa accanto alla Funicolare di Capri c'è una ariosità e un'eleganza tra neoclassico e secessione viennese:	complexity	Brunato et al., 2018
CO-01-R0513	20	3.45	1.099042646	0.245753407	... Se vuoi ''rimodellarci la figura'', il sistema più rivoluzionario arriva dalla Svezia.	complexity	Brunato et al., 2018
CO-01-R0514	20	2.15	1.386969434	0.310135794	C'è del sangue, e il corpo di un uomo che galleggia.	complexity	Brunato et al., 2018
CO-01-R0515	20	3.5	1.468977446	0.328473343	La televisione croata ha raccolto voci secondo cui Martic sarebbe stato ucciso mentre cercava di fuggire o forse si sarebbe tolto la vita.	complexity	Brunato et al., 2018
CO-01-R0516	20	1.75	0.850696309	0.190221478	i medici non visitano mai più di quattro clienti al giorno ''.	complexity	Brunato et al., 2018
CO-01-R0517	20	4.2	1.823819012	0.407818329	Perciò fa piacere finirci in mezzo e perdersi in un immenso parco che, per ordine, pulizia e cura, non ha nulla da invidiare a quelli tanto celebrati d'Oltralpe.	complexity	Brunato et al., 2018
CO-01-R0518	20	3.15	1.386969434	0.310135794	La sindrome di Nuvolari, che trasforma i romani al volante in piloti di Formula Uno, contagia anche gli autisti dell'Atac:	complexity	Brunato et al., 2018
CO-01-R0519	20	1.35	0.489360485	0.109424331	MILANO - Rapita all'uscita della discoteca e violentata per ore.	complexity	Brunato et al., 2018
CO-01-R0520	20	3.7	1.719853115	0.384570848	Le aspettative legate al discusso miracolo della statuina della madonna che avrebbe lacrimato sangue sembrano dissolversi come nebbia al sole:	complexity	Brunato et al., 2018
CO-01-R0521	20	3.2	1.673320053	0.374165739	Non come Lewis, la sua corsa aveva una logica, la mia no.	complexity	Brunato et al., 2018
CO-01-R0522	20	2.05	0.944513241	0.211199581	''Il regolamento non vale solo per il conducente, ma anche per l'utente.	complexity	Brunato et al., 2018
CO-01-R0523	20	4.9	1.997366687	0.446624769	Come se la lontananza da quel giorno, la presenza sulla stessa pista di Mike Marsh e Yuji Nakamura, rammentasse solo un brutto sogno dell'umanità.	complexity	Brunato et al., 2018
CO-01-R0524	20	4.45	1.394538218	0.311828225	Niente di nuovo, in sostanza, sotto il cielo della' terra delle aquile', ma le dimensioni della stangata questa volta sono colossali.	complexity	Brunato et al., 2018
CO-01-R0525	20	4.35	1.565247584	0.35	Farinacci reagì con violenza alle accuse e sostenne, senza documentarlo, che le somme non dichiarate al fisco andavano ascritte alla voce spese generali del suo studio di avvocato.	complexity	Brunato et al., 2018
CO-01-R0526	20	5	1.55597321	0.347926187	Rimanendo in tema, veniamo a un insolito materiale, ottenuto con marmo frantumato addizionato con resina poliestere (6 - 7 per cento) e poi pressato sottovuoto.	complexity	Brunato et al., 2018
CO-01-R0527	20	2.9	1.518309309	0.339504283	Domenica, dal Monte Igman, arriva qualche colpo sulla città.	complexity	Brunato et al., 2018
CO-01-R0528	20	5	1.55597321	0.347926187	In tre anni, mi pare, di programmazione non è mai uscito dal recinto abbastanza redditizio del medio cinema internazionale d'autore.	complexity	Brunato et al., 2018
CO-01-R0529	20	3.4	1.846761034	0.412948321	Era rimasto vedovo nel'73, quando una malattia gli aveva portato via la moglie Elsa, ma aveva continuato a lavorare anche per il figlio che avevano adottato da qualche anno:	complexity	Brunato et al., 2018
CO-01-R0530	20	4	1.91942974	0.429197538	ai Mondiali'87, nei 10.000, la campana venne suonata a due giri dalla fine per Panetta e Kunze, in corsa per l'argento (vinse l'azzurro).	complexity	Brunato et al., 2018
CO-01-R0531	20	3.7	1.625455402	0.363462877	Ma i drammatici momenti di Hiroshima avevano comunque un che di sacro nel film trasmesso ieri dalla tv.	complexity	Brunato et al., 2018
CO-01-R0532	20	4.5	1.572795031	0.35168766	Sono la preoccupazione di sbagliare, il difensivismo a oltranza a togliere intensità al cinema di Moretti?	complexity	Brunato et al., 2018
CO-01-R0533	20	4.8	1.908430052	0.426737933	Servizio di Henri Bovet Foto Gamma - F. Guenet Al gigantesco aeroporto di Chicago, ci vogliono venti minuti buoni per arrivare al cancello dove è in attesa il pullman per Rochester.	complexity	Brunato et al., 2018
CO-01-R0534	20	3.55	1.571958216	0.351500543	Solo che stavolta non erano le ''dame delle casseruole'' a parlarne, ma la stessa Payita.	complexity	Brunato et al., 2018
CO-01-R0535	20	1.55	0.686332741	0.153468666	Dalle 72.000 alle 220.000 lire al pezzo.	complexity	Brunato et al., 2018
CO-01-R0536	20	4.6	1.273205652	0.284697439	''È una fattura a morte'', ha sentenziato il prete traendo le sue certezze dal colore della rosa e dall'orario del diabolico brindisi.	complexity	Brunato et al., 2018
CO-01-R0537	20	4.35	1.663066287	0.371872927	Tutto il Gotha internazionale ha dormito, festeggiato, celebrato, brindato, firmato contratti miliardari nelle quasi leggendarie suite del Walford-Astoria, uno degli alberghi più celebri del mondo.	complexity	Brunato et al., 2018
CO-01-R0538	20	2.95	1.431782106	0.320156212	Da ieri tutte le Tv, Rai compresa, non mandano più immagini perchè è stato chiuso il centro di riversamento via satellite.	complexity	Brunato et al., 2018
CO-01-R0539	20	3.4	1.465390194	0.327671209	Da qualche giorno il pensionato Sergio Minetto, 70 anni, presunto agente segreto della Cia, ha un'andatura ancora più circospetta, ma è un uomo libero.	complexity	Brunato et al., 2018
CO-01-R0540	20	3.1	1.651155895	0.369209682	Cm 20x20, L. 120.000 e 130.000 il mq.	complexity	Brunato et al., 2018
CO-01-R0541	20	2.75	1.251315098	0.279802562	Secondo indiscrezioni la prima segnalazione è stata inviata alla procura della Repubblica.	complexity	Brunato et al., 2018
CO-01-R0542	20	3.75	1.650358813	0.369031449	Mayo Clinic è qui che si fa il check-up più famoso del mondo.	complexity	Brunato et al., 2018
CO-01-R0543	20	4.55	1.468081455	0.328272993	E a riprova del motto, la cittadina ha preparato una ''contro'' commemorazione a base di Amarcord e messa in suffragio:	complexity	Brunato et al., 2018
CO-01-R0544	20	2.6	1.187655807	0.265567912	Lunghe colonne di profughi in fuga si stanno allineando lungo le rotte della guerra:	complexity	Brunato et al., 2018
CO-01-R0545	20	3.85	1.565247584	0.35	Tutti, incluse le autorità, conoscono la loro provenienza, ma nessuno dice e fa nulla per prevenire il massacro di capi selvatici.	complexity	Brunato et al., 2018
CO-01-R0546	20	4	1.946657054	0.43528575	In realtà in questi anni a Tirana si sono scontrati in una dura lotta di potere i clan legati alla vecchia nomenklatura, trasversali sia ai partiti di Governo che di opposizione.	complexity	Brunato et al., 2018
CO-01-R0547	20	2.85	1.755442664	0.392528913	L'intrigo internazionale si è svolto tra Beirut, Ginevra e Tripoli nel 1990.	complexity	Brunato et al., 2018
CO-01-R0548	20	2.95	1.571958216	0.351500543	il gruppo aveva appena imboccato la strada di accesso al parco, una strada abbastanza frequentata, quando è stato bloccato da un gruppo di uomini armati.	complexity	Brunato et al., 2018
CO-01-R0549	20	2.25	1.251315098	0.279802562	A Gaza il salario medio per una giornata di lavoro è di 15.000 lire.	complexity	Brunato et al., 2018
CO-01-R0550	20	4.7	1.592746717	0.356148993	Dopo aver minacciato di cacciare entrambi se non smettono di litigare, Matarrese ha posto accanto a Casarin una specie di commissario politico (Paparesta, suo devoto e concittadino) senza neppure interpellarlo.	complexity	Brunato et al., 2018
CO-01-R0551	20	2.4	1.759186415	0.393366041	il nuovo Settebello ha vinto il trofeo ''Otto Nazioni'' battendo la Russia per 6 5 (0 1, 2 0, 3 1, 1 3).	complexity	Brunato et al., 2018
CO-01-R0552	20	3.5	1.572795031	0.35168766	Un'operazione simile, ma con scambio di alcune dosi di cocaina, si è svolta alla stazione Termini.	complexity	Brunato et al., 2018
CO-01-R0553	20	3	1.376494403	0.307793506	''Hanno più turbato i particolari intimi del rapporto tra Allende e la Payita.	complexity	Brunato et al., 2018
CO-01-R0554	20	3.1	1.586124041	0.354668118	Siamo solo alla metà d'una vicenda ''lastricata'' di false piste.	complexity	Brunato et al., 2018
CO-01-R0555	20	2.9	1.372665482	0.306937333	L'aggressione all'alba nella zona dell'Idroscalo di Milano, la violenza in un box.	complexity	Brunato et al., 2018
CO-01-R0556	20	3.6	1.500876937	0.335606286	Era il ritratto del nuovo piccolo borghese, che ha una piccola casa, con piccole ricchezze, che spesso lievitano senza parere.	complexity	Brunato et al., 2018
CO-01-R0557	20	3.3	1.490319641	0.333245602	subito dopo Filippide, soldato ateniese, il primo ''maratoneta'' della storia, esalò l'ultimo respiro.	complexity	Brunato et al., 2018
CO-01-R0558	20	4.15	1.598519051	0.357439726	Sono tornate le vecchie minacce (più volte Hassiba è stata oggetto delle attenzioni degli integralisti), più pesanti di un tempo.	complexity	Brunato et al., 2018
CO-01-R0559	20	3.15	1.598519051	0.357439726	La tedesca si era preparata per i Mondiali in Algarve con il figlio e il suo nuovo compagno, il decatleta francese Alain Blonder.	complexity	Brunato et al., 2018
CO-01-R0560	20	4.3	1.490319641	0.333245602	La polemica nasce dal fatto che il Tg 3 non ha usato la ''pecetta'', cioè quella strisciolina che ricorda il ''pedigree'' dei personaggi.	complexity	Brunato et al., 2018
CO-01-R0561	20	3.35	1.598519051	0.357439726	Ma la storia del conto Reprival riserva altri due racconti molto suggestivi.	complexity	Brunato et al., 2018
CO-01-R0562	20	3.45	1.848897253	0.413425994	La causa arrivò dinanzi alla corte di Cassazione, e il 22 gennaio 1952 fu pronunciata la sentenza.	complexity	Brunato et al., 2018
CO-01-R0563	20	5.25	1.551739262	0.346979447	Altri vanno avanti senza l'ancoraggio di quella certezza, ma è come se l'invisibile tarlo di un'ossessione insidiasse il lavoro, e allora propongono dilemmi all'editore e agli amici:	complexity	Brunato et al., 2018
CO-01-R0564	20	2.9	1.410487038	0.31539449	Una cosa è sicura, tangibile anche al più sprovveduto dei visitatori.	complexity	Brunato et al., 2018
CO-01-R0565	20	2.7	1.218281793	0.27241609	A Valona la violenza è esplosa con assalti alle caserme e scontri a fuoco con i servizi di sicurezza.	complexity	Brunato et al., 2018
CO-01-R0566	20	4	1.891810606	0.423021712	E per le perfezioniste: fiale liofilizzate Dermatrophine, 2 o 3 volte la settimana.	complexity	Brunato et al., 2018
CO-01-R0567	20	1.45	0.686332741	0.153468666	Ci piace l'idea di poter essere come voi.	complexity	Brunato et al., 2018
CO-01-R0568	20	1.3	0.656946685	0.146897745	Anche il costo del denaro potrebbe calare.	complexity	Brunato et al., 2018
CO-01-R0569	20	3.9	1.997366687	0.446624769	Quando sono stati investiti dalla violenza del fulmine, sono volati nel burrone, per centinaia e centinaia di metri, sfracellandosi sulle rocce.	complexity	Brunato et al., 2018
CO-01-R0570	20	4.3	1.866604009	0.417385345	Per l'esperienza che ho in questa corsa sapevo che entrando nel circuito cittadino con un minuto e mezzo di vantaggio avrei avuto un'ottima chance di vittoria.	complexity	Brunato et al., 2018
CO-01-R0571	20	1.65	0.87509398	0.195676963	Dalle 10 alle 15,30 i test si susseguono.	complexity	Brunato et al., 2018
CO-01-R0572	20	3.1	1.651155895	0.369209682	E forse il finanziere toscano ha colto l'occasione per una piccola vendetta nei confronti degli svizzeri che stavano decidendo la sua condanna.	complexity	Brunato et al., 2018
CO-01-R0573	20	3.15	1.225818738	0.274101403	Come Giovanni Agnelli, anche Modigliani si guarda bene dal dire che ''la festa è ricominciata''.	complexity	Brunato et al., 2018
CO-01-R0574	20	3.25	1.831737743	0.409589011	stesso casello, stessi km, stesso tempo, ma devo pagare 5.000 lire in più che all'andata, ovvero L. 27.500.	complexity	Brunato et al., 2018
CO-01-R0575	20	3.45	1.700619082	0.380269987	L'Albania vive ormai i prodromi di una vera e propria guerra civile.	complexity	Brunato et al., 2018
CO-01-R0576	20	4.55	1.66938375	0.373285555	Una ventata di fortuna sulla cittadina marchigiana dopo le disavventure patite nel suo storico teatro ''Sferisterio'' dal tenore Fabio Armillato nell'ormai famosa ''Tosca'' maledetta.	complexity	Brunato et al., 2018
